lead_id,found_at,title,source,vacancy_url,budget,summary,generated_reply,contact_status,contacted_at,client_answered,client_answered_at,notes,post_date,score,status,reason,message
047af205dadd,2026-07-15T15:16:44+00:00,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,https://t.me/Panteon_WORK,https://t.me/Panteon_WORK/3614,,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-15T11:49:32+00:00,9,норм,короткие видео + монтаж + вакансия,"#Вакансия #ᴘᴀɴᴛᴇᴏɴ 
Ищу монтажёра РИЛСОВ 🎬
Ищу профессионального монтажёра для регулярного монтажа рилсов. Референсы ниже:

https://www.instagram.com/reel/DYnRBNdt1-t/?igsh=MXd0ODh2amU2djU4OA== 

https://www.instagram.com/reel/Daaskwfo9TA/?igsh=MXZvdGRzN3djcGl1eA==

https://www.instagram.com/reel/DXKDOYrigT9/?igsh=a3NmeGlkZDlpZWlp 
https://www.instagram.com/reel/DXwy5NLxC6L/igsh=MXZhZG53aGw3OXQ1Mg== 
https://www.instagram.com/reel/DYXQNQDpJCQ/?igsh=bHc0am0zem9zeWN5

Присылайте в личку: 
- Портфолио
- Стоимость вашей работы

@n1telite"
a366799bae25,2026-07-15T15:16:44+00:00,Ищу монтажёра РИЛСОВ 🎬,https://t.me/editors_video,https://t.me/editors_video/886,,Ищу монтажёра РИЛСОВ 🎬,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-15T11:49:31+00:00,8,норм,короткие видео + монтаж + вакансия,"Ищу монтажёра РИЛСОВ 🎬
Ищу профессионального монтажёра для регулярного монтажа рилсов. Референсы ниже:

https://www.instagram.com/reel/DYnRBNdt1-t/?igsh=MXd0ODh2amU2djU4OA== 
https://www.instagram.com/reel/Daaskwfo9TA/?igsh=MXZvdGRzN3djcGl1eA==
https://www.instagram.com/reel/DXKDOYrigT9/?igsh=a3NmeGlkZDlpZWlp 
https://www.instagram.com/reel/DXwy5NLxC6L/igsh=MXZhZG53aGw3OXQ1Mg== 
https://www.instagram.com/reel/DYXQNQDpJCQ/?igsh=bHc0am0zem9zeWN5

Присылайте в личку: 
- Портфолио
- Стоимость вашей работы

@n1telite"
c75ef5174864,2026-07-16T08:04:18+00:00,​#ищу #монтажер @reels,https://t.me/freelancce,https://t.me/freelancce/15397,35000 ₽,​#ищу #монтажер @reels,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-15T17:00:02+00:00,25,горячий,короткие видео + монтаж + вакансия,"​#ищу #монтажер @reels

🎬 ищем монтажера в бьюти-проект

ищем человека, который будет монтировать короткие видео (reels/shorts/tiktok) для бьюти-сферы.

что нужно делать:
• монтаж ~30 роликов в месяц;
• нарезка, динамика, субтитры, оформление;
• помогать упаковывать контент под соцсети.

условия:
💰 30 000-35 000 ₽ фикс в месяц
📌 объем — 30 роликов/месяц
🌍 удаленная работа

важно:
— понимаешь специфику коротких видео;
— умеешь делать динамичный монтаж, который удерживает внимание;
— есть опыт работы с reels/shorts.

если интересно — сразу отправляй:

1. портфолио с примерами монтажа;
2. стоимость работы (если отличается от указанной);
3. сколько времени нужно на монтаж 1 ролика.

контакт: @lalitamal

➖➖➖➖➖➖➖➖➖➖"
99a931a1e4c2,2026-07-16T08:04:18+00:00,​ищу контент-менеджера,https://t.me/freelancce,https://t.me/freelancce/15401,,​ищу контент-менеджера,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-16T08:00:09+00:00,15,горячий,короткие видео + монтаж + вакансия,"​ищу контент-менеджера 
нужен человек, который возьмёт на себя весь процесс публикации контента.
что делать:
 • размещать контент в инстагра, ютуб и тикток
 • с помощью ai писать заголовки, описания и хэштеги;
 • публиковать контент по расписанию;
 • поддерживать порядок в архиве.
 • постинг и дробление сторителинга
 • при необходимости делать простой монтаж с субтитрами
требования:
 • системность и ответственность;
 • хороший визуальный вкус;
 • опыт с chatgpt/claude и capcut (или аналогами);
 • понимание современных reels.
удалённо, долгосрочно. есть тестовое задание.
при отклике отправьте:
 • пару слов о себе;
 • примеры работ;
 • какие ai используете;
 • стоимость работы.

➖➖➖➖➖➖➖➖➖➖

Контакты: @alextsaga"
30803d6b834d,2026-07-16T08:04:18+00:00,Ищу видеомонтажера для постоянной работы с Instagram Reels женского итальянского бутика...,https://t.me/editors_video,https://t.me/editors_video/887,,Ищу видеомонтажера для постоянной работы с Instagram Reels женского итальянского бутика...,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-16T05:45:12+00:00,15,горячий,короткие видео + монтаж + вакансия,"Ищу видеомонтажера для постоянной работы с Instagram Reels женского итальянского бутика. Нужен современный, стильный монтаж в luxury-эстетике, чувство ритма, красивые переходы, субтитры и умение работать с модным контентом.

Присылайте в личные свои работы и стоимость

@kikotkatya"
d67bef6c7b71,2026-07-16T08:04:18+00:00,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,https://t.me/Panteon_WORK,https://t.me/Panteon_WORK/3616,,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-15T19:20:50+00:00,13,горячий,короткие видео + монтаж + вакансия,"#Вакансия #ᴘᴀɴᴛᴇᴏɴ 
Ищу монтажера Reels для долгосрочного сотрудничества.

Тематика: luxury hotels, architecture, interior design, travel.

Нужен кинематографичный монтаж:
 атмосферный ритм;
 цветокоррекция;
 sound design;
 работа с красивым светом;
 без шаблонных эффектов.

Формат: 4–8 Reels в месяц с перспективой увеличения.

Обязательно присылайте 3–5 лучших работ именно в luxury/travel/hospitality.

Автор: @irinaN280584"
98b727874b14,2026-07-17T08:51:46+00:00,​AI Content Creator (ComfyUI),https://t.me/freelancce,https://t.me/freelancce/15408,80000 ₽; 40000 ₽,​AI Content Creator (ComfyUI),"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-16T17:00:02+00:00,17,горячий,видео + монтаж + вакансия,"​AI Content Creator (ComfyUI)

Ищем специалиста по генеративной графике и видео для работы над визуальным контентом наших проектов

Нам нужен не оператор отдельных AI-сервисов, а технически сильный специалист, который понимает устройство современных генеративных моделей, умеет работать с открытыми весами и самостоятельно собирать производственные пайплайны в ComfyUI

Задачи

- Редактура трейлеров, тизеров и создание других видеоматериалов
- Генерация и доработка 2D-материалов
- Разработка и поддержка пайплайнов генерации изображений и видео в ComfyUI
- Работа с моделями с открытыми весами: подбор моделей и датасетов, LoRA, ControlNet, IP-Adapter и другими инструментами управления результатом
- Обеспечение визуальной консистентности персонажей, объектов, окружения и стилистики между кадрами
- Тестирование новых моделей и инструментов, оценка их применимости в производственном процессе
- Подготовка исходных материалов и финальная доработка результата: монтаж, ретушь, цветокоррекция, устранение артефактов
- Документирование рабочих пайплайнов и параметров генерации

Требования

- Практический опыт работы с коммерческими генеративными моделями и коммерческими сервисами от 1 года
- Экспертное владение ComfyUI
- Опыт работы с ИИ-моделями с открытыми весами
- Понимание архитектуры и логики diffusion-моделей, работы sampler, scheduler, CFG, seed, latent space и так далее
- Опыт работы с LoRA, ControlNet, IP-Adapter, inpainting, outpainting и upscale-пайплайнами
- Умение устанавливать, настраивать и тестировать модели, custom nodes и зависимости
- Умение добиваться повторяемости и консистентности результата
- Навыки монтажа и постобработки в DaVinci Resolve, Adobe Premiere Pro, After Effects, Photoshop или аналогичных программах
- Понимание композиции, цвета, света, перспективы и визуальной иерархии
- Умение анализировать референсы и воспроизводить заданное художественное направление без прямого копирования отдельных работ

Будет преимуществом

- Наличие портфолио, приоритет — сложные ComfyUI-пайплайны и примеры консистентной генерации на основе LoRa, а не Edit Image моделей
- Опыт сборки датасетов и обучения, или дообучения LoRA
- Опыт работы с Z Image, Flux, Wan, HunyuanVideo, LTX-Video или аналогичными моделями
- Опыт оптимизации пайплайнов под доступные GPU-ресурсы
- Опыт подготовки контента для социальных сетей или рекламных кампаний
- Базовые навыки традиционного или цифрового рисунка

Технические условия

- Работа ведётся на инфраструктуре компании и через корпоративные аккаунты
- Основной объём задач связан с генеративными моделями
- Программы монтажа и графические редакторы используются для подготовки исходников и финальной обработки
- Конкретный набор моделей и инструментов может меняться в зависимости от задачи

Условия работы

- Парт-тайм, 4 часа в день или фулл-тайм
- Доход при фулл тайм от 60 000- 80 000 р., при парт тайм от 30 000 до 40 000 р. на руки
- Удалённая работа
- Гибкий рабочий график
- Рост оплаты зависит от уровня самостоятельности, сложности выполняемых задач и фактических результатов
- Возможность влиять на AI-пайплайн проекта и выбор используемых инструментов

Как откликнуться

Напишите HR в Telegram: @nextgen_lera_hr

К отклику обязательно (!) приложите:

- Ссылку на портфолио и примеры работ
- Примеры ваших воркфлоу в ComfyUI или скриншоты сложных графов с описанием
- Краткое описание опыта работы с моделями с открытыми весами
- Перечень моделей и инструментов, с которыми вы работали
- Информацию о вашей основной специализации: видео, консистентность, стилизация, монтаж, обучение моделей или разработка пайплайнов
- Желаемый тип занятости и график работы"
7146b7d12797,2026-07-17T08:51:46+00:00,Ищем оператора-документалиста для серии портретных видеоинтервью (Москва / гибрид).,https://t.me/prodjob,https://t.me/prodjob/1271,,Ищем оператора-документалиста для серии портретных видеоинтервью (Москва / гибрид).,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-06-09T08:49:57+00:00,15,горячий,видео + монтаж + вакансия,"Ищем оператора-документалиста для серии портретных видеоинтервью (Москва / гибрид).

Kerimov Architects — международное архитектурное бюро с штаб-квартирой в Москве, отмеченное множеством престижных наград, работающее в верхнем ценовом сегменте частной и общественной архитектуры.

Требуется оператор для нашего внутреннего медийного проекта — серия портретных видеоинтервью.

Нам нужен оператор (идеально — с собственной небольшой командой и монтажёром), который:
• уверенно работает с портретом и живыми диалогами;
• чувствует документальный язык и аккуратный визуальный минимализм;
• может взять на себя полный цикл: организация съёмочного процесса, производство, базовый монтаж, подготовка версий под соцсети.

Формат занятости: долгосрочное сотрудничество, регулярные съёмочные дни, оплата по согласованному продакшн-рейту.

Пожалуйста, отправляйте портфолио (портретные/документальные интервью) и кратко о себе: опыт, роль в команде, ориентировочные бюджеты. 
Контакт: staritskaya@kerimovarchitects.com"
eff25d08891b,2026-07-17T08:51:46+00:00,"Ищем монтажера для e-commerce проекта на рынке США, занимаемся продажей кухонных ножей...",https://t.me/editors_video,https://t.me/editors_video/878,$10; $30,"Ищем монтажера для e-commerce проекта на рынке США, занимаемся продажей кухонных ножей...","Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-08T10:21:24+00:00,13,горячий,видео + монтаж + вакансия,"Ищем монтажера для e-commerce проекта на рынке США, занимаемся продажей кухонных ножей из дамасской стали.

Сейчас мы активно масштабируем закупку трафика.
Ищем монтажера для работы в связке с нашим таргетологом. 

Ваша задача — помогать в создании рекламных макетов: делать динамичные склейки, нарезки, собирать ролики по ТЗ, а также закрывать потребность в недостающих кадрах с помощью нейросетей.

Что нужно будет делать:
Монтаж коротких рекламных видео для Meta Ads по ТЗ (различные форматы: нарезки, склейки, UGC, анбоксинги, процесс готовки).
Работа с нейросетями: самостоятельная генерация недостающих кадров, фонов и англоязычных ИИ-аватаров для создания цельного ролика.
Наложение англоязычных субтитров, плашек и динамичного саунд-дизайна.

Кого мы ищем:
Специалиста с опытом создания именно рекламных макетов (особенно для e-com / товарки), умеющего удерживать внимание зрителя с первых секунд.
Вы уверенно владеете ИИ-инструментами и понимаете, как с их помощью дополнить ролик или создать с нуля
Ваш уровень английского языка достаточен для корректной расстановки субтитров и работы с озвучкой.
Умение работать в команде: вы получаете задачи от таргетолога и быстро реализовываете их на монтаже.

Условия:
Оплата: сдельная, от $10 до $30 за один готовый ролик (обсуждается в зависимости от сложности сборки и объема ИИ-генераций).
Объем работы: Ориентир — 10–15 роликов в неделю.
Полностью удаленный формат работы.

Поиск остановлен"
ac65b1fa0eb1,2026-07-17T08:51:46+00:00,Ищем монтажёра в международный продакшн на долгосрочный проект,https://t.me/editors_video,https://t.me/editors_video/883,$10,Ищем монтажёра в международный продакшн на долгосрочный проект,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-13T14:13:19+00:00,13,горячий,видео + монтаж + вакансия,"Ищем монтажёра в международный продакшн на долгосрочный проект

Основная задача — монтаж коротких видео со средним уровнем моушна: подрезка пауз, сборка по смыслу, титры, заставка, звук, b-roll, вставки, sound design

💰 Оплата: $10 за видео
📌 Объём: 200–350 роликов в течение года
🎬 Пример монтажа отправим в личные сообщения

Если у вас есть больше свободного времени, сможем давать дополнительные задачи по монтажу другого уровня и сложности

Для отклика отправьте в ЛС:

1. Примеры похожих работ
2. В начале сообщения напишите «Продакшн», чтобы мы понимали, что вы прочитали условия

✅ Поиск остановлен"
5728b191ba5e,2026-07-17T08:51:46+00:00,#вакансия #монтажер #youtube,https://t.me/editors_video,https://t.me/editors_video/888,$540,#вакансия #монтажер #youtube,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-16T06:19:40+00:00,13,горячий,видео + монтаж + вакансия,"#вакансия #монтажер #youtube

YouTube-канала с челленджами (500+ тысяч подписчиков) 
Название: Lady Pop

Мне нужен человек, который понимает, как сделать видео виральным и всегда соблюдает дедлайны. Для меня очень важны ответственность, скорость и постоянное стремление становиться лучше. Объём минимум 30 роликов в месяц (если есть возможность сделать два в день, то будет отлично)
я предлагаю стабильную оплату, большой объём работы и возможность расти вместе с каналом

Монтировать минимум 1 короткий ролик в день, удаленно

Нужно владеть английским языком на среднем уровне и иметь опыт монтирования роликов от 1 млн просмотров

💵 Бюджет:
$540 за тридцать роликов в месяц с возможностью повышения оплаты на следующем месяце

✏️ Заполните анкету, чтобы подать заявку"
52fcccf56b1e,2026-07-17T08:51:46+00:00,"​Привет! Я Полина, видеомонтажер!",https://t.me/Panteon_WORK,https://t.me/Panteon_WORK/3619,,"​Привет! Я Полина, видеомонтажер!","Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-16T16:18:06+00:00,12,горячий,видео + монтаж + вакансия,"​Привет! Я Полина, видеомонтажер! 

Работаю в Premiere Pro и After Effects. 

▪️внимательна к деталям (субтитры, переходы, эффекты, саунд.диз) 
▪️соблюдаю дед-лайны ☝️
▪️всегда на связи 
▪️знаю, как сделать ролик динамичным и удерживающим внимание до конца!

📁 Портфолио @poli_nochka_portfolio
📩 Заказ @poli_nochka"
f78a85376e51,2026-07-17T08:51:46+00:00,Ищу видеомонтажёра в команду для YouTube-канала с челленджами (500+ тысяч подписчиков).,https://t.me/editors_video,https://t.me/editors_video/874,,Ищу видеомонтажёра в команду для YouTube-канала с челленджами (500+ тысяч подписчиков).,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-04T13:21:17+00:00,12,горячий,видео + монтаж + вакансия,"Ищу видеомонтажёра в команду для YouTube-канала с челленджами (500+ тысяч подписчиков).

Мне нужен человек, который понимает, что делает видео вирусным, умеет монтировать быстро без потери качества, всегда соблюдает дедлайны и по-настоящему любит монтаж. Для меня очень важны ответственность, скорость и постоянное стремление становиться лучше.

Со своей стороны я предлагаю стабильную оплату, большой объём работы и возможность расти вместе с каналом.

Буду рада познакомиться и, надеюсь, поработать вместе! 🚀
Если тебе это откликается — заполняй анкету."
5c746d8ddd2e,2026-07-17T08:51:46+00:00,Ищем монтажёра анимационного сериала / аниме-проекта,https://t.me/prodjob,https://t.me/prodjob/1281,,Ищем монтажёра анимационного сериала / аниме-проекта,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-06-30T10:27:41+00:00,12,горячий,видео + монтаж + вакансия,"Ищем монтажёра анимационного сериала / аниме-проекта

Мы создаем оригинальный анимационный сериал в жанре славянского фэнтези. 
Ищем монтажёра для чистовой сборки эпизодов.

Задачи:
— собрать чистовой монтаж по готовой режиссёрской версии;
— заменить черновые материалы финальными видео в 4K;
— выстроить тайминг, стыки и темпоритм сцен;
— при необходимости синхронизировать монтаж с музыкальным ритмом;
— сделать цветокоррекцию и визуально выровнять шоты;
— добавить минимальные переходы, эффекты, леттеринг и логотипы.

Для нас важно:
— понимание драматургии и темпоритма монтажа;
— навыки цветокоррекции;
— внимательность к деталям и умение использовать эффекты сдержанно;
— уверенное владение профессиональным монтажным и графическим ПО.

Мы предоставляем готовые анимированные шоты, сценарий, режиссёрский монтаж, раскадровку и комментарии режиссёра.

Первый объём: около 10 минут серии и тизер под музыку длительностью 1:17.

Работа удалённая, проектная, с возможностью последующего долгосрочного сотрудничества. Сроки и стоимость обсуждаются после знакомства с портфолио и материалами. Предусмотрено небольшое тестовое задание.

Для отклика пришлите в ЛС @innanovika краткую информацию о себе, 2–3 релевантные работы или шоурил и укажите, в каких программах работаете."
da479494b58b,2026-07-17T08:51:46+00:00,#ai #aiкреатор,https://t.me/prodjob,https://t.me/prodjob/1272,,#ai #aiкреатор,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-06-10T08:29:53+00:00,11,норм,видео + монтаж + вакансия,"#ai #aiкреатор

Ищем AI-креатора 📌

Удаленная работа, гибкий график.

Задачи:
• Создание рекламных AI-роликов для брендов и рекламных кампаний
• Генерация фото- и видеоконтента с помощью современных AI-инструментов

Требования:
• Опыт создания AI-видео для рекламы, брендов или социальных сетей
• Знание AI-инструментов для генерации фото и видео (Midjourney, Nana Banana Kling, Runway, Veo, Luma и др.)
• Владение Photoshop
• Насмотренность в рекламе, fashion и digital-контенте

Будет плюсом:
• Навыки монтажа в Premiere Pro, After Effects или CapCut
• Опыт создания рекламных кампаний для fashion, beauty, FMCG 
• Опыт работы в продакшене, агентстве или на позиции креативного продюсера

Для отклика присылайте:
• Портфолио с AI-видео и фото
• Несколько работ, которыми особенно гордитесь

Пишите: @sobolevanastasia

Для подтверждения навыков предложим небольшое тестовое задание."
35618029ac7f,2026-07-17T08:51:46+00:00,Больше года в профессиональном видеопродакшене,https://t.me/prodjob,https://t.me/prodjob/1284,,Больше года в профессиональном видеопродакшене,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-09T08:18:57+00:00,8,норм,видео + монтаж + вакансия,"Больше года в профессиональном видеопродакшене 
Работал с Moscow Raceway, Единая Россия, Национальный Центр, Сыроварня, Pro Service и другие 

🚬 Монтаж репортажных съёмок, интервью, многокамерных проектов, выпусков шоу и подкастов.

📽 Создание мини-фильмов и динамичных видео (включая гонки и спортивные проекты).

📱 Работа с инфографикой и анимацией в After Effects (логотипы, титры, динамические элементы).

📱 Полноценная обработка звука, саунд-дизайн, шумоподавление, сведение.

⏱ Снял сегодня — посмотрел завтра. Реально супер быстрая и качественная сборка больших проектов

Контакт: @u3ympyg"
c98b0fe47f3c,2026-07-17T08:51:46+00:00,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,https://t.me/Panteon_WORK,https://t.me/Panteon_WORK/3595,,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-12T14:37:05+00:00,6,слабый,видео + монтаж + вакансия,"#Вакансия #ᴘᴀɴᴛᴇᴏɴ 
Нужен монтажер вертикальных видео в игровом-развлекательном формате, жду отклики только с примерами таких работ, в лс скину референсы

Автор: @QzeM_1"
62df9d6c1618,2026-07-17T08:51:46+00:00,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,https://t.me/Panteon_WORK,https://t.me/Panteon_WORK/3609,,#Вакансия #ᴘᴀɴᴛᴇᴏɴ,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-14T21:41:46+00:00,6,слабый,видео + монтаж + вакансия,"#Вакансия #ᴘᴀɴᴛᴇᴏɴ 
Нужен монтажер простеньких видео, пойдут новички.
Уровень примерно такой:
https://www.youtube.com/results?search_query=LQC9RLNQqB8

Пишите прайм за минуту

Автор: @tovsyan"
ddd0e323ee64,2026-07-17T08:51:46+00:00,Нужен монтаж для Вертикального док-влог «Выставка наизнанку»,https://t.me/editors_video,https://t.me/editors_video/880,,Нужен монтаж для Вертикального док-влог «Выставка наизнанку»,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-11T13:54:48+00:00,6,слабый,видео + монтаж + вакансия,"Нужен монтаж для Вертикального док-влог «Выставка наизнанку»

Проект: Сырой вертикальный лайф-репортаж о людях из энергетики. 
Задача: Собрать Выпуск 1 («Про людей»). Бесшовно свести подводки ведущего с живыми интервью с выставки. 

Исходники:
• Раскадровка: Таблица с таймкодами, сутью кадров и разбивкой на сюжеты.
• Видео: Вертикальные файлы со смартфона (1x — интервью, 0.6x — перебивки). 

Что нужно:
• Вайб: Аутентичность, динамика, живые люди.
• Звук: вытянуть, где нужно речь из сильного гула выставочного павильона.
• Монтаж: Невидимые склейки. Естественный ритм разговора без дешевых эффектов. 

Если умеете, пришлите 2-3 примера вашего вертикального документального монтажа или лайф-репортажей и стоимость. Отправлю раскадровку и исходники. 

😎 Исполнитель найден"
8054f53b6f31,2026-07-17T13:41:29+00:00,​#ищу #монтажера,https://t.me/udafrii,https://t.me/udafrii/14943,,​#ищу #монтажера,"Здравствуйте! Готов взять монтаж Reels/Shorts/TikTok.

Делаю динамичный монтаж, субтитры, акценты, темп и упаковку под удержание. Особенно хорошо захожу в экспертные рилсы.

Портфолио: https://t.me/workinonlybusiness

Могу сделать платный тестовый ролик, чтобы вы сразу увидели уровень. Куда удобнее прислать ТЗ?",not_contacted,,no,,,2026-07-17T12:00:02+00:00,9,норм,видео + монтаж + вакансия,"​#ищу #монтажера 

мы бренд спортивного питания. ищем в штат монтажеров, которые умеют быстро и классно работать в программах для монтажа. 
с нуля монтировать не надо, задача именно адаптировать старые ролики и публиковать их.
работать будете с крупным фитнес блогером 

задачи:
- перемонтировать старые ролики (добавлять к ним вставки, перебивки, чтобы соц сели считали это новым видео)
- добавлять в него вставки с рекламой спортивного питания 
- выкладывать 3-5 роликов каждый день (начнем с одного и по мере прогрева аккаунта увеличивать) 

требования к специалисту:
- умение монтировать 
- ответственность 
- наличие 1-2 часов в день. 

условия работы:
- график свободный 
- удаленная работа 
- оплата фикс + процент от kpi
- дополнительное обучение от компании

есть небольшое тестовое задание.
писать: @bodybuy_support ⬅️

➖➖➖➖➖➖➖➖➖➖

Контакты: @nik_khamtsov"
